***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,herbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,40.84,,,,,,System Temp (C):,40.43,,,,,,,
Humidity (%):,20.45,,,,,,Humidity (%):,20.53,,,,,,,
Lamp Indicator:,1115,,,,,,Lamp Indicator:,1118,,,,,,,
Data Date-Time:,2023/11/10T17:09:46,,,,,,Data Date-Time:,2023/11/10T17:07:36,,,,,,,
Total Measurement Time in sec:,6.7057847,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.08535400046452,0.0413457073195706,-8.39863846568903E-05,,,,,
Serial Number:,B07R011,(95UB122GC0AB07R011),,,,,Pixel to Wavelength Coefficients:,1794.37724621797,-0.920219689099738,-0.000237242138379873,,,,,
GUI Version:,3.9.4,Revision:,526,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.7,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,1hr 21min 46sec ,,,,,,,
UUID:,DE:67:0C:88:67:2B:47:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.81429527209,0.287163053574744,86608,44709
905.716563509274,0.288038465426207,94283,48573
909.614561387966,0.285307097545344,101718,52734
913.508288908168,0.282502421884118,110613,57717
917.397746069878,0.281189037383766,121296,63483
921.282932873098,0.28016842542143,135344,71002
925.163849317827,0.278194230376753,151533,79857
929.040495404065,0.275499675608673,170080,90189
932.912871131812,0.275023371095348,189899,100809
938.069395988934,0.271831000214738,213330,114083
941.931807546869,0.271501373648884,229686,122923
945.789948746314,0.270040164121206,243861,130949
949.643819587268,0.269893819919446,256464,137763
953.493420069731,0.26739115312235,267958,144769
957.338750193702,0.267707933748759,279521,150906
961.179809959184,0.266440746234526,289956,156997
965.016599366174,0.266086975737814,300377,162772
968.849118414673,0.265145198425393,310434,168587
973.952501032798,0.264841018216014,323550,175833
977.775055911486,0.26433070690065,333400,181399
981.593340431682,0.26463341904504,342080,185992
985.407354593388,0.263746536252257,349862,190612
989.217098396603,0.264703979275052,357479,194333
993.022571841327,0.263716737930681,363860,198252
996.823774927561,0.263655763809075,369138,201156
1000.6207076553,0.263059928587419,374782,204512
1004.41337002455,0.262470640404392,379420,207324
1008.20176203532,0.262971159618521,383117,209103
1013.24630860312,0.26201617599417,386515,211422
1017.02473644407,0.261458204887277,388668,212873
1020.79889392653,0.261376404761081,390601,213972
1024.5687810505,0.261923134181078,391762,214338
1028.33439781597,0.261234697087262,392324,214986
1032.09574422296,0.26108138452136,392492,215154
1035.85282027145,0.260673632902006,392911,215586
1039.60562596146,0.260938321892028,392970,215487
1043.35416129297,0.261125111840102,392911,215362
1048.34556562178,0.260786406314374,392344,215219
1052.08413678348,0.260228627820639,391997,215305
1055.81843758669,0.261123864907367,391963,214843
1059.54846803141,0.260409174153616,391599,214997
1063.27422811764,0.261225009202287,391724,214662
1066.99571784538,0.260079507518614,391533,215124
1070.71293721462,0.260664267438019,392179,215189
1074.42588622538,0.261296576880527,393621,215666
1078.13456487764,0.261228764934293,394753,216320
1081.83897317142,0.261065238722289,396341,217272
1086.77154144991,0.261547516278839,398498,218212
1090.46598557387,0.261452515160333,400956,219606
1094.15615933934,0.261022766174528,403248,221080
1097.84206274632,0.260565503294505,405841,222736
1101.52369579481,0.262182126397069,409070,223674
1105.20105848481,0.26188415496656,412335,225614
1108.87415081632,0.262176625014637,415848,227383
1112.54297278934,0.262196092449553,418899,229041
1116.20752440387,0.262591590129945,422832,230981
1121.08695044336,0.263179443367742,428486,233753
1124.74153788807,0.263448397073633,432728,235921
1128.3918549743,0.264634810228379,437684,237972
1132.03790170203,0.264697052046768,441961,240263
1135.67967807127,0.26556577330151,447041,242539
1139.31718408202,0.266325015266003,452081,244845
1142.95041973428,0.266763294548264,457330,247438
1146.57938502805,0.267725711582742,462668,249772
1150.20407996333,0.268159578093902,467931,252361
1153.82450454012,0.269741568848541,473770,254581
1158.6450945293,0.271015450716654,481754,258113
1162.25555493627,0.272197775825848,488098,260801
1165.86174498476,0.273045848949554,494462,263686
1169.46366467475,0.273391126186952,500825,266867
1173.06131400625,0.274144367645659,507682,270052
1176.65469297927,0.275234014456564,515222,273376
1180.24380159379,0.275737284169846,522046,276676
