***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,FolHerbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,29.49,,,,,,System Temp (C):,27.93,,,,,,,
Humidity (%):,52.47,,,,,,Humidity (%):,52.39,,,,,,,
Lamp ADC:,3078,3079,830,849,,,Lamp ADC:,3079,3079,830,849,,,,
Data Date-Time:,2025/11/05T15:48:56,,,,,,Data Date-Time:,2025/11/05T15:47:29,,,,,,,
Total Measurement Time in sec:,6.46881,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.74589567087503,0.0468271937173058,-9.53581739805986E-05,,,,,
Serial Number:,C23R002,(95UB125GC0VC23R002),,,,,Pixel to Wavelength Coefficients:,1756.1983651918,-0.919335509971685,-0.000241825006214287,,,,,
GUI Version:,3.13.2,Revision:,1227,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,1hr 38min 50sec ,,,,,,,
UUID:,DE:67:0C:88:67:76:74:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,F,,,,,,Device Status:,0x00000101,Activation Status:,Activated,,,,,
Detector Board Version:,C,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU)
901.701099874012,-0.0110008214749814
905.577788882674,-0.0114991121556856
909.450125041225,-0.0109727563509955
913.318108349663,-0.00937200241318684
917.18173880799,-0.0088451969255322
921.041016416205,-0.00934916894299234
926.179948793651,-0.00761101093890043
930.029069751605,-0.00778477342691903
933.873837859447,-0.00847500079820642
937.714253117177,-0.00846728213929577
941.550315524795,-0.00885660195454239
945.382025082302,-0.00919673286127083
949.209381789697,-0.0100747914760214
954.305752966049,-0.00949626466344807
958.122953023182,-0.00962555330024815
961.935800230204,-0.00970833115207019
965.744294587114,-0.00996659982836416
969.548436093912,-0.00939301070724051
973.348224750598,-0.00937547395529587
977.143660557173,-0.0090969263676049
982.197470532431,-0.00918790222964072
985.982749688744,-0.00898639096366702
989.763675994946,-0.00913000380822305
993.540249451036,-0.00916807683524357
997.312470057013,-0.00878514585435047
1001.08033781288,-0.00926627156433135
1004.84385271863,-0.00923661665733598
1009.8551014928,-0.00923704950479359
1013.60845974829,-0.00908809970116602
1017.35746515367,-0.00924743875011519
1021.10211770894,-0.00936079263243617
1024.8424174141,-0.00918195964924377
1028.57836426914,-0.00934867889356167
1032.30995827408,-0.0091882006003396
1037.27864584715,-0.00914813462320391
1041.00008320182,-0.00916593262149614
1044.71716770638,-0.00919746982429
1048.42989936083,-0.00924389324362634
1052.13827816517,-0.00954593991761776
1055.8423041194,-0.00956923812173112
1059.54197722351,-0.00928102689709343
1064.46810359549,-0.00989328606435481
1068.15762004934,-0.00997529165160977
1071.84278365308,-0.00983703797432482
1075.52359440671,-0.00970719188943521
1079.20005231022,-0.0100383469189067
1082.87215736363,-0.0103256807710602
1086.53990956692,-0.00980113340986668
1091.42347473781,-0.00974506398034656
1095.08107029084,-0.00987653645100674
1098.73431299376,-0.00996598578370404
1102.38320284657,-0.0101928519953813
1106.02773984926,-0.0101490078467076
1109.66792400185,-0.0102533283087278
1113.30375530432,-0.010241033894944
1118.14475927411,-0.0100331663817772
1121.77043392632,-0.0104002605036946
1125.39175572842,-0.010433107673716
1129.00872468041,-0.0104792810635274
1132.62134078229,-0.0105220083986155
1136.22960403405,-0.0109836689567621
1139.83351443571,-0.0107970905580002
1144.6319572044,-0.0108960511623536
1148.22571095579,-0.0109321206710493
1151.81511185707,-0.0111611831297961
1155.40015990824,-0.0107145208042408
1158.9808551093,-0.0109066192167752
1162.55719746024,-0.0108480974061968
1166.12918696107,-0.0108019089259723
1170.88506852868,-0.0106266307762161
1174.44690137925,-0.0107769254888124
1178.00438137971,-0.0110337680120463
1181.55750853005,-0.0109512177288776
1185.10628283029,-0.0108609422707265
1188.65070428041,-0.0107123901607218
1192.19077288043,-0.0107801588717711
1196.90409324693,-0.0104136761902648
1200.43400519669,-0.0105695463243284
1203.95956429632,-0.010605164857332
1207.48077054585,-0.0106083379571831
1210.99762394527,-0.0103793921017899
1214.51012449457,-0.0105889819552094
1218.01827219376,-0.0105012854677648
1222.68903135918,-0.0104519011852985
1226.18702240811,-0.0104011632620674
1229.68066060693,-0.010377370832011
1233.16994595564,-0.0103512242966003
1236.65487845423,-0.0103052970821747
1240.13545810271,-0.0104232437736405
1243.61168490109,-0.010558507647483
1248.23988286541,-0.0103334909313511
1251.70595301352,-0.0101498278216496
1255.16767031152,-0.0102302108485738
1258.6250347594,-0.0103754070828977
1262.07804635718,-0.0104353826918293
1265.52670510484,-0.0102632228406634
1268.97101100239,-0.0104177957881464
1273.55664776562,-0.0104945222740625
1276.99079701291,-0.0105269026413893
1280.42059341009,-0.010389743610895
1283.84603695715,-0.0103318564687148
1287.26712765411,-0.0103121555948038
1290.68386550095,-0.0102292617358847
1294.09625049768,-0.0103369836755726
1298.63932605982,-0.0105337219274877
1302.04155440629,-0.010699103153247
1305.43942990264,-0.0104567869137661
1308.83295254889,-0.0104003513602391
1312.22212234502,-0.010582793024243
1315.60693929105,-0.0103121225566475
1320.11325745224,-0.0102850421112784
1323.487917748,-0.0105887867624179
1326.85822519365,-0.0105394822776749
1330.22417978919,-0.0104955218923727
1333.58578153461,-0.010685789522864
1336.94303042993,-0.0105659626664553
1340.29592647513,-0.0105805705318581
1344.75968343522,-0.0105277265890046
1348.10242283016,-0.0104860921844825
1351.44080937499,-0.0104508487236687
1354.77484306971,-0.0101698676584264
1358.10452391432,-0.0102660553923582
1361.42985190881,-0.0101503871331998
1364.75082705319,-0.0102228331154208
1369.17202281219,-0.0103155528976332
1372.48284130632,-0.01031956559434
1375.78930695032,-0.0103622066216003
1379.09141974422,-0.0103638349527879
1382.38917968801,-0.0102860643556931
1385.68258678168,-0.0102320589793009
1388.97164102524,-0.0100819623872943
1393.35027558315,-0.00989262987260122
1396.62917317645,-0.00993994458746389
1399.90371791964,-0.0100473164470888
1403.17390981272,-0.0100634280661053
1406.43974885568,-0.00987740184847654
1409.70123504853,-0.0101138019979885
1412.95836839128,-0.0101885565225813
1417.29444174809,-0.0104164423769918
1420.54141844057,-0.0101705798207794
1423.78404228294,-0.0104154260910065
1427.0223132752,-0.010383050250376
1430.25623141734,-0.0103373686230767
1433.48579670937,-0.0103430623537394
1436.71100915129,-0.0103645657412051
1441.00452130702,-0.0102315478746855
1444.21957709868,-0.0104356622076663
1447.43028004022,-0.0101848863229521
1450.63663013166,-0.0103585475375807
1453.83862737298,-0.0103382167442581
1457.0362717642,-0.0102461735531507
1460.2295633053,-0.0102943799456237
1464.48051425993,-0.010456602133565
1467.66364915076,-0.0103582779281173
1470.84243119149,-0.0103558303666325
1474.01686038211,-0.0104622216170173
1477.18693672261,-0.0104514072367881
1480.35266021301,-0.0103906708280899
1483.51403085329,-0.010434664245474
1487.72242060682,-0.0103569904128941
1490.87363459684,-0.0103641897971259
1494.02049573675,-0.0106049381995664
1497.16300402654,-0.010316466738534
1500.30115946623,-0.0106023428493189
1503.4349620558,-0.0103603635872759
1506.56441179526,-0.0104835189811304
1510.7302403477,-0.0104902198656654
1513.8495334369,-0.010209398827705
1516.96447367598,-0.0104227695162047
1520.07506106496,-0.0103219215495022
1523.18129560382,-0.0102887038153991
1526.28317729258,-0.0103561301805109
1529.38070613122,-0.0103777395298631
1533.50397348256,-0.0105115575279546
1536.59134567094,-0.0105751238727614
1539.67436500921,-0.0104420174187644
1542.75303149736,-0.010591069192364
1545.82734513541,-0.0106060178760607
1548.89730592334,-0.0104894629908701
1551.96291386116,-0.0107936509334413
1556.04362001141,-0.0103794134322493
1559.09907129897,-0.0104538125761532
1562.15016973641,-0.0104557432684723
1565.19691532375,-0.0103593265814628
1568.23930806097,-0.0102408873245746
1571.27734794808,-0.0102193253527987
1574.31103498508,-0.0100196943824142
1578.34917993424,-0.0103151706539108
1581.37271032098,-0.010176555018392
1584.39188785761,-0.0102043791484194
1587.40671254412,-0.0097248702376268
1590.41718438052,-0.00981485564427974
1593.42330336681,-0.00996107648156553
1596.42506950299,-0.00983897250801772
1600.42065325106,-0.0097349687109458
1603.41226273698,-0.00964574442579067
1606.39951937278,-0.00978630057318906
1609.38242315848,-0.00950011409815847
1612.36097409406,-0.0096656420371371
1615.33517217953,-0.00985220255659082
1618.30501741489,-0.00948875213642124
1622.25803996186,-0.00923727827230065
1625.21772854696,-0.00922441519417162
1628.17306428194,-0.00953671139947185
1631.12404716682,-0.00952261844130312
1634.07067720158,-0.00959899626091192
1637.01295438623,-0.00910802332156731
1639.95087872077,-0.00943455295862147
1643.86134006665,-0.00874635501423203
1646.78910775092,-0.00930440361285848
1649.71252258509,-0.00927161043439571
1652.63158456914,-0.00947368628601955
1655.54629370308,-0.0103011789170397
1658.45664998691,-0.0121098093043791
1661.36265342063,-0.0131556558269568
1665.23055356542,-0.0181196309767486
1668.12640034887,-0.020968352818364
1671.01789428222,-0.0244125901658266
1673.90503536545,-0.02763554434448
1676.78782359857,-0.0304315248526728
1679.66625898158,-0.0309334852964118
1682.54034151448,-0.0324607189000239
1686.36568045817,-0.0304001186926333
1689.22960634081,-0.0332415013416852
1692.08917937333,-0.0334966258761054
1694.94439955575,-0.0266652902487825
1697.79526688805,-0.0291248270853773
1700.64178137024,-0.0225814590084251
