***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,FolHerbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,31.05,,,,,,System Temp (C):,27.93,,,,,,,
Humidity (%):,51.53,,,,,,Humidity (%):,52.39,,,,,,,
Lamp ADC:,3079,3079,830,848,,,Lamp ADC:,3079,3079,830,849,,,,
Data Date-Time:,2025/11/05T15:50:22,,,,,,Data Date-Time:,2025/11/05T15:47:29,,,,,,,
Total Measurement Time in sec:,6.4745668,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.74589567087503,0.0468271937173058,-9.53581739805986E-05,,,,,
Serial Number:,C23R002,(95UB125GC0VC23R002),,,,,Pixel to Wavelength Coefficients:,1756.1983651918,-0.919335509971685,-0.000241825006214287,,,,,
GUI Version:,3.13.2,Revision:,1227,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,1hr 39min 10sec ,,,,,,,
UUID:,DE:67:0C:88:67:76:74:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,F,,,,,,Device Status:,0x00000101,Activation Status:,Activated,,,,,
Detector Board Version:,C,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU)
901.701099874012,0.00636845533845705
905.577788882674,0.00373690880677338
909.450125041225,0.0051509135720725
913.318108349663,0.00556026153676706
917.18173880799,0.0054899643172001
921.041016416205,0.00654771056758451
926.179948793651,0.00940762238453458
930.029069751605,0.00924637581223321
933.873837859447,0.00753551497476763
937.714253117177,0.00675435101732626
941.550315524795,0.00562806955261168
945.382025082302,0.00452779433388341
949.209381789697,0.00389987679718505
954.305752966049,0.00398747776820738
958.122953023182,0.00323661941837029
961.935800230204,0.00333848121079129
965.744294587114,0.00288069615118945
969.548436093912,0.00322905106752954
973.348224750598,0.00323723301927479
977.143660557173,0.0033255852185601
982.197470532431,0.00293402261950317
985.982749688744,0.00298229984410229
989.763675994946,0.00276974077236832
993.540249451036,0.00273562023051086
997.312470057013,0.00298769600518106
1001.08033781288,0.00239691180587052
1004.84385271863,0.00309487348796081
1009.8551014928,0.00254242090556448
1013.60845974829,0.00267122334386538
1017.35746515367,0.00221342012945923
1021.10211770894,0.00219712168732465
1024.8424174141,0.00224499501282526
1028.57836426914,0.00239741105579709
1032.30995827408,0.00202692834489592
1037.27864584715,0.00211958942041528
1041.00008320182,0.00227741983132919
1044.71716770638,0.00183913280978152
1048.42989936083,0.00194241993362385
1052.13827816517,0.0017437518405752
1055.8423041194,0.00203565000837712
1059.54197722351,0.00228697792999955
1064.46810359549,0.00213072388856972
1068.15762004934,0.00201960364700159
1071.84278365308,0.00202948842942964
1075.52359440671,0.0022861104084415
1079.20005231022,0.00211307924082183
1082.87215736363,0.00223757739098833
1086.53990956692,0.00232306558640471
1091.42347473781,0.00230524966964718
1095.08107029084,0.00261973036569688
1098.73431299376,0.00230483213104945
1102.38320284657,0.00234144916160469
1106.02773984926,0.00264212436640425
1109.66792400185,0.00255666700274256
1113.30375530432,0.0023140890426893
1118.14475927411,0.00270174374629966
1121.77043392632,0.00254711047535183
1125.39175572842,0.00274183347619269
1129.00872468041,0.00240106261280622
1132.62134078229,0.0026865708882894
1136.22960403405,0.00238597622119034
1139.83351443571,0.00235913632004869
1144.6319572044,0.00244805921584531
1148.22571095579,0.00230061447209793
1151.81511185707,0.00227488868781517
1155.40015990824,0.00261034155012572
1158.9808551093,0.00241373802320986
1162.55719746024,0.00225112557152723
1166.12918696107,0.0024060881080817
1170.88506852868,0.00268633591828869
1174.44690137925,0.00249146189591215
1178.00438137971,0.0023436454819556
1181.55750853005,0.00223026117016726
1185.10628283029,0.00254265107186252
1188.65070428041,0.00243376719499881
1192.19077288043,0.00265426330384698
1196.90409324693,0.00274519882457105
1200.43400519669,0.00252023878219489
1203.95956429632,0.0025691666135967
1207.48077054585,0.00259217115627758
1210.99762394527,0.00259104768900024
1214.51012449457,0.00259557818767834
1218.01827219376,0.00265707649790025
1222.68903135918,0.00256205855106919
1226.18702240811,0.00279835191324275
1229.68066060693,0.00273937915818949
