***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,CASCA,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,35.34,,,,,,System Temp (C):,29.59,,,,,,,
Humidity (%):,82.55,,,,,,Humidity (%):,87.59,,,,,,,
Lamp Indicator:,1030,,,,,,Lamp Indicator:,997,,,,,,,
Data Date-Time:,2024/08/16T14:28:02,,,,,,Data Date-Time:,2024/08/16T14:21:53,,,,,,,
Total Measurement Time in sec:,6.8781286,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.08535400046452,0.0413457073195706,-8.39863846568903E-05,,,,,
Serial Number:,B07R011,(95UB122GC0AB07R011),,,,,Pixel to Wavelength Coefficients:,1794.37724621797,-0.920219689099738,-0.000237242138379873,,,,,
GUI Version:,3.9.4,Revision:,526,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.7,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,17hr 9min 49sec ,,,,,,,
UUID:,DE:67:0C:88:67:2B:47:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.81429527209,0.555144101083716
905.716563509274,0.558427723547188
909.614561387966,0.559593359410351
913.508288908168,0.562602851810652
917.397746069878,0.558441343463939
921.282932873098,0.558720676627803
925.163849317827,0.558519950874076
929.040495404065,0.559174279935839
932.912871131812,0.559102395422175
938.069395988934,0.56576584180934
941.931807546869,0.568620563997418
945.789948746314,0.570605211287519
949.643819587268,0.572332888550006
953.493420069731,0.57354425221918
957.338750193702,0.574492619926199
961.179809959184,0.575930180442478
965.016599366174,0.575506894307724
968.849118414673,0.576020848571108
973.952501032798,0.577040345128601
977.775055911486,0.578877843178216
981.593340431682,0.580191588085616
985.407354593388,0.580680153562312
989.217098396603,0.582980527404284
993.022571841327,0.584532460250598
996.823774927561,0.585761173242481
1000.6207076553,0.587710929662321
1004.41337002455,0.589174941734699
1008.20176203532,0.591227840000857
1013.24630860312,0.593445049959406
1017.02473644407,0.59536229285119
1020.79889392653,0.59694338512612
1024.5687810505,0.599185959769137
1028.33439781597,0.600111377207936
1032.09574422296,0.60292510497226
1035.85282027145,0.604521043172984
1039.60562596146,0.605871274947956
1043.35416129297,0.607586610144716
1048.34556562178,0.609011335391145
1052.08413678348,0.610913485179799
1055.81843758669,0.611910451745971
1059.54846803141,0.613683408919024
1063.27422811764,0.614759826927758
1066.99571784538,0.61628354043684
1070.71293721462,0.617361287003841
1074.42588622538,0.619711445742313
1078.13456487764,0.620394386675494
1081.83897317142,0.62056245330769
1086.77154144991,0.623134798333303
1090.46598557387,0.623273128642495
1094.15615933934,0.623660742601261
1097.84206274632,0.625058666195655
1101.52369579481,0.625551344893313
1105.20105848481,0.626632281915211
1108.87415081632,0.626765509745885
1112.54297278934,0.627529206421379
1116.20752440387,0.62724826134456
1121.08695044336,0.626698780656981
1124.74153788807,0.626130277094077
1128.3918549743,0.626171530034036
1132.03790170203,0.62401316551932
1135.67967807127,0.621890410330512
1139.31718408202,0.620180827397596
1142.95041973428,0.61775043148858
1146.57938502805,0.615875493628561
1150.20407996333,0.613190883190883
1153.82450454012,0.610975931835008
1158.6450945293,0.608482263526097
1162.25555493627,0.607418586613586
1165.86174498476,0.606710732691015
1169.46366467475,0.605891010773643
1173.06131400625,0.60654830323072
1176.65469297927,0.605926035084645
1180.24380159379,0.605377123362735
1183.82863984982,0.605200767332668
1187.40920774736,0.606276361251154
1192.17665549754,0.606006046430755
1195.74725922527,0.606566855278397
1199.3135925945,0.606990801576873
1202.87565560525,0.607666065336596
1206.43344825751,0.609181805379524
1209.98697055127,0.611003728814147
1213.53622248654,0.612068759332087
1217.08120406333,0.613565290648694
1220.62191528162,0.615055987992136
1224.15835614142,0.616288742172968
1228.86696784128,0.61821991078957
1232.39344453127,0.6195389207384
1235.91565086277,0.62074147588531
1239.43358683578,0.622725146943893
1242.94725245029,0.623670278180879
1246.45664770632,0.624887985503917
1249.96177260386,0.625770073190894
1253.4626271429,0.627334100579026
1256.95921132345,0.628730634534338
1261.61468078432,0.630145290859943
1265.10130079506,0.63095110467222
1268.58365044731,0.631719535428191
1272.06172974107,0.632312021282192
1275.53553867634,0.633573615088378
1279.00507725312,0.633939655184479
1282.4703454714,0.634988402425415
1285.9313433312,0.635789840126981
