***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,CASCA,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,43.68,,,,,,System Temp (C):,40.83,,,,,,,
Humidity (%):,53.11,,,,,,Humidity (%):,58.38,,,,,,,
Lamp Indicator:,1104,,,,,,Lamp Indicator:,1101,,,,,,,
Data Date-Time:,2024/08/13T13:17:34,,,,,,Data Date-Time:,2024/08/13T13:09:49,,,,,,,
Total Measurement Time in sec:,6.7629916,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.08535400046452,0.0413457073195706,-8.39863846568903E-05,,,,,
Serial Number:,B07R011,(95UB122GC0AB07R011),,,,,Pixel to Wavelength Coefficients:,1794.37724621797,-0.920219689099738,-0.000237242138379873,,,,,
GUI Version:,3.9.4,Revision:,526,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.7,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,15hr 47min 33sec ,,,,,,,
UUID:,DE:67:0C:88:67:2B:47:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.81429527209,0.457480559133629
905.716563509274,0.455523594123976
909.614561387966,0.460779326482857
913.508288908168,0.458774158129321
917.397746069878,0.459410876901423
921.282932873098,0.461418823619106
925.163849317827,0.458994097326116
929.040495404065,0.458773182896712
932.912871131812,0.458184094496761
938.069395988934,0.456287071995205
941.931807546869,0.45562542732736
945.789948746314,0.452891182402088
949.643819587268,0.449201373219006
953.493420069731,0.445900222610601
957.338750193702,0.441453407278876
961.179809959184,0.438479480103267
965.016599366174,0.436540486233923
968.849118414673,0.435404913982004
973.952501032798,0.43322254044579
977.775055911486,0.433180680184423
981.593340431682,0.433246896118183
985.407354593388,0.433625678306309
989.217098396603,0.433825717414102
993.022571841327,0.435422592644163
996.823774927561,0.437038778302956
1000.6207076553,0.439280744057871
1004.41337002455,0.440618725771432
1008.20176203532,0.443280195752051
1013.24630860312,0.446090880414036
1017.02473644407,0.448111200918875
1020.79889392653,0.450572414084984
1024.5687810505,0.453160640364957
1028.33439781597,0.454790204632147
1032.09574422296,0.456198921560367
1035.85282027145,0.458888237135394
1039.60562596146,0.459316735866631
1043.35416129297,0.461311333043856
1048.34556562178,0.462952380701583
1052.08413678348,0.463366972863644
1055.81843758669,0.464216812853167
1059.54846803141,0.465089846572539
1063.27422811764,0.466219547238853
1066.99571784538,0.466486381056305
1070.71293721462,0.467371247318338
1074.42588622538,0.468017099534723
1078.13456487764,0.467894972283335
1081.83897317142,0.467388388729885
1086.77154144991,0.466905072026558
1090.46598557387,0.466271960872643
1094.15615933934,0.466321800264022
1097.84206274632,0.465341750130983
1101.52369579481,0.463968487882672
1105.20105848481,0.463093783794609
1108.87415081632,0.461105415877539
1112.54297278934,0.458615526319678
1116.20752440387,0.456533415364183
1121.08695044336,0.450778748706098
1124.74153788807,0.446165701988367
1128.3918549743,0.439386185639461
1132.03790170203,0.433116440594106
1135.67967807127,0.425875270366036
1139.31718408202,0.416899608657455
1142.95041973428,0.407561338625293
1146.57938502805,0.398482963438616
1150.20407996333,0.391134550920243
1153.82450454012,0.384535880586623
1158.6450945293,0.379466186764017
1162.25555493627,0.375760277344105
1165.86174498476,0.373476200597642
1169.46366467475,0.372687594357669
1173.06131400625,0.371150686598649
1176.65469297927,0.370062440749289
1180.24380159379,0.369034584662488
1183.82863984982,0.367954199748619
1187.40920774736,0.366737335971314
1192.17665549754,0.366227712125392
1195.74725922527,0.365385539363342
1199.3135925945,0.365751756303852
1202.87565560525,0.366319547219905
1206.43344825751,0.366943153934817
1209.98697055127,0.367742586979269
1213.53622248654,0.36834039252298
1217.08120406333,0.369350746016172
1220.62191528162,0.370770344376693
1224.15835614142,0.372528879802738
1228.86696784128,0.37471097353982
1232.39344453127,0.376116865122805
1235.91565086277,0.377519902591403
1239.43358683578,0.379386149937659
1242.94725245029,0.381209033797069
1246.45664770632,0.381754931564923
1249.96177260386,0.383004503505932
1253.4626271429,0.383899110408983
1256.95921132345,0.385033509742315
1261.61468078432,0.385806350898793
1265.10130079506,0.386665558888607
1268.58365044731,0.386991503641709
1272.06172974107,0.387242545650777
1275.53553867634,0.387196290606979
1279.00507725312,0.387158776414355
1282.4703454714,0.38683977863454
1285.9313433312,0.386392457867512
