***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,CASCA,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,44.15,,,,,,System Temp (C):,43.29,,,,,,,
Humidity (%):,52.06,,,,,,Humidity (%):,53.17,,,,,,,
Lamp Indicator:,1109,,,,,,Lamp Indicator:,1108,,,,,,,
Data Date-Time:,2024/08/13T13:50:13,,,,,,Data Date-Time:,2024/08/13T13:44:07,,,,,,,
Total Measurement Time in sec:,6.7959683,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.08535400046452,0.0413457073195706,-8.39863846568903E-05,,,,,
Serial Number:,B07R011,(95UB122GC0AB07R011),,,,,Pixel to Wavelength Coefficients:,1794.37724621797,-0.920219689099738,-0.000237242138379873,,,,,
GUI Version:,3.9.4,Revision:,526,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.7,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,15hr 53min 14sec ,,,,,,,
UUID:,DE:67:0C:88:67:2B:47:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.81429527209,0.588863997012975
905.716563509274,0.589089304548096
909.614561387966,0.591547891956543
913.508288908168,0.594210873871891
917.397746069878,0.591514726507714
921.282932873098,0.591065188576937
925.163849317827,0.58966647154209
929.040495404065,0.587837675735329
932.912871131812,0.585710593480438
938.069395988934,0.581224056975539
941.931807546869,0.578886418997165
945.789948746314,0.574691414770306
949.643819587268,0.568911987041037
953.493420069731,0.563003617123836
957.338750193702,0.558684043738936
961.179809959184,0.554399442074976
965.016599366174,0.549991371755526
968.849118414673,0.548095021424667
973.952501032798,0.546743963174184
977.775055911486,0.545969322292691
981.593340431682,0.54588452837144
985.407354593388,0.545778085089075
989.217098396603,0.546779651377712
993.022571841327,0.548802360079787
996.823774927561,0.549554262178637
1000.6207076553,0.55240032546786
1004.41337002455,0.55445093642591
1008.20176203532,0.555688527417707
1013.24630860312,0.558546068692651
1017.02473644407,0.560995308354788
1020.79889392653,0.563763996689207
1024.5687810505,0.564887159533074
1028.33439781597,0.567544045960101
1032.09574422296,0.56923786403994
1035.85282027145,0.570864228171956
1039.60562596146,0.572151414107184
1043.35416129297,0.573553800260276
1048.34556562178,0.575278651487437
1052.08413678348,0.576004374054188
1055.81843758669,0.576890165796284
1059.54846803141,0.577309960936487
1063.27422811764,0.577865387109324
1066.99571784538,0.578544885940778
1070.71293721462,0.578746517817384
1074.42588622538,0.578187244567336
1078.13456487764,0.578175912532751
1081.83897317142,0.578217689795374
1086.77154144991,0.577164036712225
1090.46598557387,0.575871431939701
1094.15615933934,0.574399560844669
1097.84206274632,0.572829093093394
1101.52369579481,0.571245358426413
1105.20105848481,0.570316465990133
1108.87415081632,0.568050272054494
1112.54297278934,0.565614720618999
1116.20752440387,0.562603297843718
1121.08695044336,0.556880575102756
1124.74153788807,0.551505453794663
1128.3918549743,0.545733286566769
1132.03790170203,0.53758732623773
1135.67967807127,0.528424171908519
1139.31718408202,0.517197996000988
1142.95041973428,0.507422767893835
1146.57938502805,0.49816712323956
1150.20407996333,0.489643291842858
1153.82450454012,0.483348618348875
1158.6450945293,0.477218776000253
1162.25555493627,0.474204271776757
1165.86174498476,0.472273520004766
1169.46366467475,0.47062423500612
1173.06131400625,0.46915376742996
1176.65469297927,0.468552572702525
1180.24380159379,0.466313662242776
1183.82863984982,0.465214395099541
1187.40920774736,0.463853411629419
1192.17665549754,0.463843724109362
1195.74725922527,0.46355037996829
1199.3135925945,0.463922852657547
1202.87565560525,0.46459000159154
1206.43344825751,0.465430096192545
1209.98697055127,0.467046595658854
1213.53622248654,0.468189760304731
1217.08120406333,0.469795893182042
1220.62191528162,0.471621004040756
1224.15835614142,0.473295090347027
1228.86696784128,0.475592894357875
1232.39344453127,0.477082381844812
1235.91565086277,0.478886899665292
1239.43358683578,0.480337234370188
1242.94725245029,0.481710132691642
1246.45664770632,0.482928367808599
1249.96177260386,0.483975203247165
1253.4626271429,0.485247323195802
1256.95921132345,0.486205825597124
1261.61468078432,0.486928526743141
1265.10130079506,0.487704900361473
1268.58365044731,0.487771273060078
1272.06172974107,0.487850401365631
1275.53553867634,0.487307094986918
1279.00507725312,0.487248340804058
1282.4703454714,0.486488835424248
1285.9313433312,0.485658827593392
